,average,country,genre,language,release_date,title,votes
9956,7.6, 日本,"['剧情', '动画']", 日语,2009-11-22,空想新子和千年的魔法 マイマイ新子と千年の魔法,6527.0
9958,7.6, 日本,"['剧情', '家庭']", 日语,2016-09-09,永远的托词 永い言い訳,6246.0
9960,7.6, 法国 / 比利时 / 意大利 / 德国,['剧情'], 法语 / 阿尔巴尼亚语,2008-08-27,罗尔娜的沉默 Le silence de Lorna,3585.0
9961,7.6, 美国,['喜剧'], 英语 / 意大利语 / 意第绪语,1984-01-27,丹尼玫瑰 Broadway Danny Rose,1709.0
9962,7.2, 韩国,['动画'], 韩语,2009-12-10,没有浪漫 로망은 없다,
9965,7.5, 英国 / 美国,"['剧情', '家庭', '奇幻', '冒险']", 英语,2005-08-06,镜子面具 MirrorMask,10508.0
9966,7.5, 加拿大 / 法国,['剧情'], 法语,2011-09-02,花神咖啡馆 Café de flore,6886.0
9967,7.5, 美国 / 日本 / 韩国,"['动作', '科幻', '动画', '惊悚', '犯罪']", 英语 / 日语 / 西班牙语 / 葡萄牙语 / 泰语,2008-07-08,蝙蝠侠：哥谭骑士 Batman: Gotham Knight,5994.0
9968,7.5, 中国香港,['剧情'], 粤语 / 汉语普通话,1986-08-30,地下情,5102.0
9969,7.5, 中国大陆,"['剧情', '战争']", 汉语普通话,1954,渡江侦察记,3318.0
9970,7.5, 日本,"['剧情', '爱情', '悬疑']", 日语,2003-11-08,诱拐 g@me.,5543.0
9972,7.5, 韩国,"['剧情', '爱情']", 韩语,2005-05-27,剧场前 극장전,2862.0
9973,7.5, 比利时 / 荷兰 / 保加利亚,"['剧情', '喜剧']", 英语 / 弗拉芒语 / 法语 / 保加利亚语,2016-09-03,比利时国王 King of the Belgians,2867.0
9974,7.5, 美国,"['剧情', '喜剧', '爱情', '悬疑', '家庭', '西部', '冒险']", 英语,2003-04-18,别有洞天 Holes,1715.0
9975,7.2,,,,,Jack Whitehall: At Large,
9981,7.4, 中国香港,"['喜剧', '动作']", 粤语,1992-11-12,蝎子战士 蠍子戰士,2728.0
9983,7.3, 法国 / 奥地利 / 德国,"['剧情', '家庭']", 法语,2017-05-22,快乐结局 Happy End,7263.0
9984,7.3, 日本,"['科幻', '动画', '战争']", 日语,2010-09-18,剧场版 机动战士高达00 先驱者的觉醒 劇場版 機動戦士ガンダムOO -A wakening of the Trailblazer-,6390.0
9986,7.3, 美国,"['剧情', '喜剧', '爱情', '家庭']", 英语 / 西班牙语,2004-12-17,西班牙女佣 Spanglish,4244.0
9987,7.3, 意大利 / 法国,"['剧情', '喜剧', '历史']", 意大利语 / 英语,1972-09-02,坎特伯雷故事集 I racconti di Canterbury,3881.0
9988,7.3, 加拿大,"['剧情', '悬疑', '同性']", 英语 / 法语,2014-09-10,大象之歌 Elephant Song,3812.0
9989,7.3, 日本,"['剧情', '家庭']", 日语,2019-06-21,最终幻想14：光之老爸 剧场版 劇場版 ファイナルファンタジーXIV光のお父さん,1608.0
9990,7.3, 法国,"['剧情', '爱情']", 法语,2018-09-07,容基耶尔女士 Mademoiselle de Joncquières,1311.0
9992,7.2, 美国 / 秘鲁,"['剧情', '动作', '惊悚']", 英语 / 西班牙语,1993-01-29,双狙人 Sniper,4887.0
9994,7.2, 韩国,"['剧情', '惊悚']", 韩语,2008-01-31,游戏 더 게임,4655.0
9996,7.2, 英国 / 美国,"['喜剧', '爱情']", 法语 / 德语 / 英语,1957-06-13,游龙戏凤 The Prince and the Showgirl,3351.0
9997,7.2, 英国,"['剧情', '喜剧', '爱情', '同性']", 英语 / 乌尔都语,1985-09-07,我美丽的洗衣店 My Beautiful Laundrette,3055.0
9998,7.2, 美国,"['喜剧', '动画', '犯罪']", 英语,2019-07-21,乐高DC蝙蝠侠：家族事务 LEGO DC  Batman: Family Matters,1821.0
9999,7.1, 中国香港 / 中国大陆,"['剧情', '喜剧', '动作']", 粤语,2010-06-03,打擂台,17123.0
10001,7.1, 中国大陆 / 中国澳门,['恐怖'], 普通话/国语,1989-10-12,夜盗珍妃墓,2167.0
10002,7.0, 美国,['喜剧'], 英语,2012-03-02,X计划 Project X,15961.0
10003,7.0, 美国,"['喜剧', '动作', '惊悚', '犯罪', '冒险']", 英语 / 粤语 / 韩语,2008-08-06,菠萝快车 Pineapple Express,15667.0
10004,7.0, 俄罗斯,"['动作', '奇幻']", 俄语 / 英语,2004-07-08,守夜人 Ночной дозор,11910.0
10005,7.0, 美国 / 加拿大,"['剧情', '科幻']", 英语 / 玛雅语,2006-09-04,珍爱泉源 The Fountain,10174.0
10006,7.0, 美国,"['剧情', '惊悚', '战争', '西部']", 英语,2006-09-13,堕落天使 Seraphim Falls,2886.0
10009,6.9, 美国 / 加拿大,"['喜剧', '家庭', '冒险']", 英语,2005-12-21,儿女一箩筐2 Cheaper by the Dozen 2,5890.0
10010,6.9, 中国香港,['动作'], 粤语,1989-09-14,义胆群英 義膽群英,4029.0
10011,6.9, 中国香港,"['喜剧', '奇幻']", 普通话/国语 / 粤语,1991,一世好命,2602.0
10013,6.8, 韩国,['惊悚'], 韩语,2015-05-14,罪恶的编年史 악의 연대기,5132.0
10014,6.8, 中国香港,"['情色', '同性', '武侠', '古装']", 汉语普通话,1972-07-09,爱奴 愛奴,3979.0
10015,6.8, 中国大陆,"['歌舞', '真人秀']", 汉语普通话,2019-11-10,2019天猫双十一狂欢夜,1544.0
10016,6.8, 美国,"['剧情', '悬疑', '惊悚']", 英语 / 德语,1993-10,蛇蝎情人 Dream Lover,1411.0
10017,6.7, 美国,"['喜剧', '爱情']", 英语,2007-09-21,大学新生 Sydney White,31793.0
10018,6.7, 中国大陆,['爱情'], 汉语普通话,2005-04-13,花腰新娘,10934.0
10019,6.7, 美国,"['喜剧', '爱情']", 英语,2012-04-27,五年之约 The Five-Year Engagement,9060.0
10021,6.7, 中国大陆,"['剧情', '科幻', '恐怖']", 汉语普通话,1992,毒吻,4251.0
10023,6.7, 中国香港,['剧情'], 粤语,1982-04-21,靓妹仔 靚妹仔,1902.0
10024,6.7, 中国大陆,['剧情'], 闽南语,2020-01-10,蕃薯浇米,1784.0
10025,6.6, 中国大陆,['剧情'], 汉语普通话,2004-03-04,美人草,14857.0
10026,6.6, 美国,"['剧情', '惊悚', '犯罪']", 英语 / 俄语,2015-04-17,44号孩子 Child 44,5439.0
10027,6.6, 美国 / 澳大利亚,"['动作', '科幻', '惊悚']", 英语,2000-11-06,红色星球 Red Planet,4716.0
10028,6.6, 中国大陆,"['剧情', '爱情', '家庭']", 汉语普通话,2012-07-17,母语,2711.0
10029,6.6, 越南,['剧情'], 越南语,2018-09-07,三太太 Vợ Ba,3106.0
10030,6.6, 法国 / 比利时,"['剧情', '喜剧']", 法语 / 英语,2019-05-24,西比勒 Sibyl,2597.0
10031,6.6, 日本,"['喜剧', '动作', '恐怖']", 日语,2015-05-16,Z岛 Zアイランド,2523.0
10032,6.6, 中国台湾,['喜剧'], 汉语普通话,2019-10-18,江湖无难事 江湖無難事,2002.0
10034,6.5, 德国 / 美国 / 加拿大,"['剧情', '悬疑', '惊悚']", 英语,2007-03-01,88分钟 88 Minutes,16157.0
10035,6.5, 美国,"['喜剧', '家庭', '奇幻']", 英语,2008-12-25,睡前故事 Bedtime Stories,13030.0
10036,6.5, 美国 / 英国 / 意大利 / 日本,['剧情'], 英语 / 意大利语,2010-09-03,在某处 Somewhere,10492.0
10037,6.5, 美国,"['剧情', '悬疑', '惊悚', '犯罪']", 英语,2008-04-25,玩叛游戏 Deception,8251.0
10038,6.5, 中国大陆 / 法国,"['剧情', '家庭']", 汉语普通话 / 广西方言 / 法语,2014-10-31,夜莺 Le Promeneur d'Oiseau,7181.0
10039,6.5, 韩国,"['剧情', '动作', '惊悚', '冒险']", 韩语,2005-12-14,台风 태풍,3584.0
10040,6.5, 日本,"['动作', '科幻', '动画']", 日语,2015-10-02,尸者帝国 屍者の帝国,4397.0
10041,6.5, 日本,['剧情'], 日语,2019-02-08,后街女孩 Back Street Girls ゴクドルズ,3302.0
10043,6.5, 日本 / 澳大利亚 / 美国 / 中国大陆,"['动作', '科幻', '惊悚', '奇幻', '冒险']", 粤语 / 英语 / 日语,2004-12-04,哥斯拉之终极战役 ゴジラ FINAL WARS,1478.0
10044,6.4, 美国,"['喜剧', '爱情', '冒险']", 英语,2011-07-01,蒙特卡洛 Monte Carlo,9964.0
10045,6.4, 美国,"['喜剧', '爱情']", 英语,2004-01-16,遇见波莉 Along Came Polly,7214.0
10046,6.4, 美国 / 德国,"['喜剧', '动作', '家庭', '犯罪', '冒险']", 英语,2004-02-06,小鬼神偷 Catch That Kid,2557.0
10047,6.4, 美国,['喜剧'], 英语,2003-02-21,单身男子俱乐部 Old School,2962.0
10048,6.4, 美国,"['动画', '家庭', '冒险']", 英语,1998-08-04,风中奇缘2 Pocahontas II: Journey to a New World,2560.0
10050,6.3, 美国,"['惊悚', '犯罪']", 英语,2008-04-18,恐怖解剖室 Pathology,7144.0
10051,6.3, 中国大陆,"['剧情', '动作', '犯罪']", 汉语普通话,2017-06-23,缉枪,6231.0
10052,6.3, 中国大陆,"['剧情', '悬疑']", 汉语普通话 / 重庆方言,2018-12-17,淡蓝琥珀,3727.0
10053,6.3, 英国,"['剧情', '喜剧']", 英语,2012-08-23,伦敦佬对抗活死人 Cockneys vs Zombies,5513.0
10054,6.3, 英国,"['剧情', '传记', '历史']", 英语,2018-12-07,玛丽女王 Mary Queen of Scots,4999.0
10055,6.3, 韩国,['喜剧'], 韩语,2015-11-25,假装热情 열정같은소리하고있네,2966.0
10056,6.3, 意大利 / 法国,"['剧情', '悬疑', '犯罪']", 英语 / 意大利语,2015-09-06,假日惊情 A Bigger Splash,2701.0
10057,6.3, 德国 / 法国 / 西班牙 / 美国,"['剧情', '爱情', '惊悚']", 英语,2017-09-10,淹没 Submergence,2873.0
10058,6.3, 中国香港,['喜剧'], 粤语,1990-10-18,衰鬼撬墙脚 衰鬼撬墻腳,1592.0
10060,6.2, 美国,"['喜剧', '爱情']", 英语,2010-01-29,罗马情缘 When in Rome,17033.0
10061,6.2, 美国,"['喜剧', '爱情', '犯罪']", 英语,2009-12-18,蒸发的摩根夫妇 Did You Hear About the Morgans?,9115.0
10062,7.2, 韩国,"['剧情', '爱情']", 韩语,2005-09-29,智齿 사랑니,
10063,7.2, 美国,"['喜剧', '爱情', '家庭']", 英语,2011-09-06,灰姑娘的故事3 A Cinderella Story: Once Upon a Song,
10064,6.2, 美国,"['剧情', '爱情', '悬疑', '惊悚']", 英语,1993-01,盒装美人 Boxing Helena,2475.0
10065,6.2, 西班牙,"['剧情', '喜剧', '爱情']", 西班牙语,2012-06-22,我需要你 Tengo ganas de ti,1994.0
10066,7.2,,,,,忘忧酒馆3,
10068,6.1, 美国,"['动作', '惊悚', '奇幻', '冒险']", 英语,2009-10-23,奇趣马戏团：吸血鬼的助手 Cirque du Freak: The Vampire's Assistant,9254.0
10069,6.1, 美国 / 加拿大,"['喜剧', '动作', '悬疑', '惊悚', '犯罪']", 英语,2010-01-05,五路追杀令2：刺客舞会 Smokin' Aces 2: Assassins' Ball,4532.0
10070,6.1, 法国,"['剧情', '悬疑', '惊悚']", 英语,2015-04-08,暗黑之地 Dark Places,4880.0
10072,6.0, 中国香港 / 韩国,"['剧情', '动作', '爱情']", 粤语 / 韩语 / 英语,2004-01-09,少年阿虎,6041.0
10073,6.0, 德国 / 美国 / 加拿大,"['喜剧', '爱情']", 英语,2005-11-23,只是朋友 Just Friends,6583.0
10074,6.0, 日本,"['剧情', '动作']", 日语,2017-04-29,无限之住人 無限の住人,5838.0
10075,6.0, 加拿大,"['科幻', '悬疑', '恐怖']", 英语,2016-09-22,虚空异界 The Void,3948.0
10076,6.0, 巴西,"['喜剧', '恐怖']", 葡萄牙语,2018-01-27,食人俱乐部 O Clube dos Canibais,294.0
10077,5.9, 美国,"['剧情', '惊悚']", 英语,2011-02-04,室友 The Roommate,12465.0
10078,5.9, 中国大陆,"['剧情', '喜剧', '动作', '古装']", 汉语普通话 / 日语 / 英语 / 陕西方言 / 四川方言,2007-09-30,天下第二,9963.0
10079,5.9, 中国香港,"['喜剧', '爱情']", 粤语 / 汉语普通话,2014-12-24,爱情攻略 小姐誘心,5886.0
10080,5.9, 中国大陆,"['动作', '爱情', '战争']", 汉语普通话 / 日语,2011-12-02,遍地狼烟,6172.0
10081,5.9, 法国 / 英国 / 西班牙 / 美国,"['剧情', '动作', '犯罪']", 英语 / 西班牙语,2015-09-18,使命召唤 The Gunman,5080.0
10082,5.9, 中国大陆 / 巴西 / 俄罗斯 / 印度 / 南非,['剧情'], 汉语普通话 / 葡萄牙语 / 俄语 / 印地语 / 英语,2017-10-19,时间去哪儿了,4457.0
10083,5.9, 日本,['惊悚'], 日语,2013-10-26,人狼游戏 人狼ゲーム,2796.0
10085,5.8, 美国,"['喜剧', '爱情', '奇幻']", 英语,2019-02-14,难道不浪漫 Isn't It Romantic,6648.0
10086,5.8, 韩国,['科幻'], 韩语 / 韩国语,2010-11-11,超能力者 초능력자,4877.0
10087,5.8, 美国,"['剧情', '喜剧', '爱情']", 英语,2010-12-17,你怎么知道 How Do You Know,3185.0
10088,5.8, 日本,"['惊悚', '恐怖', '犯罪']", 日语,2009-01-17,异常 グロテスク,3481.0
10089,5.8, 以色列,"['剧情', '同性']", 希伯来语,2019-06-10,15年 15 Years,334.0
10091,5.6, 美国 / 瑞士,"['剧情', '惊悚', '恐怖']", 英语,2015-05-08,丧家之女 Maggie,3557.0
10092,5.5, 西班牙,"['剧情', '惊悚']", 西班牙语,2015-10-30,安娜·弗里茨的尸体 El cadáver de Anna Fritz,3755.0
10093,5.4, 加拿大 / 美国,"['动作', '犯罪']", 英语,2016-12-23,掠夺者 Marauders,4833.0
10094,5.4, 美国,"['剧情', '科幻', '惊悚']", 英语,2017-09-29,灵异空间 Flatliners,4118.0
10095,5.4, 韩国,['情色'], 韩语,2017-01-10,交换的一天 스와핑 하던 날,701.0
10096,5.3, 中国大陆,"['爱情', '悬疑']", 汉语普通话,2013-06-09,杀戒,9521.0
10097,5.1, 中国香港,['喜剧'], 粤语,2019-01-31,恭喜八婆,4043.0
10098,5.1, 中国大陆,"['剧情', '家庭']", 汉语普通话 / 重庆方言,2019-10-16,夜以继夜,236.0
10100,5.0, 中国大陆,"['悬疑', '惊悚']", 汉语普通话,2016-02-19,虐杀12小时,272.0
10101,4.9, 中国大陆,"['动画', '家庭', '儿童', '冒险']", 汉语普通话,2018-07-06,新大头儿子和小头爸爸3：俄罗斯奇遇记,3595.0
10102,4.7, 中国大陆,"['剧情', '喜剧', '爱情']", 汉语普通话,2008-05-16,时尚先生,5866.0
10103,7.2, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2007-12-28,棒子老虎鸡,
10104,4.6, 中国台湾,['剧情'], 汉语普通话,2016-10-07,一万公里的约定 一萬公里的約定,4803.0
10105,4.6, 中国香港,['喜剧'], 粤语,2008-05-29,大四喜,2361.0
10106,4.5, 泰国 / 中国大陆 / 中国香港 / 美国,['动作'], 英语 / 汉语普通话 / 泰语 / 印尼语 / 粤语,2019-03-29,三重威胁之跨国大营救 Triple Threat,3392.0
10107,4.3, 中国大陆 / 法国,"['剧情', '爱情']", 汉语普通话 / 英语 / 藏语 / 法语,2018-04-13,寻找罗麦,5776.0
10108,7.2, 德国,"['剧情', '爱情', '运动']", 英语,2009-08-07,一球成名3 Goal! III,
10109,4.0, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2013-11-01,我为相亲狂,5535.0
10110,3.8, 美国,['恐怖'], 英语,2018-01-05,丧尸出笼：血脉 Day of the Dead: Bloodline,2536.0
10112,3.7, 日本,['恐怖'], 日语,2012-06-14,贞子3D 貞子3D,9139.0
10114,3.3, 中国大陆,"['剧情', '爱情']", 汉语普通话,2016-03-25,半熟少女,2834.0
10116,7.2, 英国,"['喜剧', '爱情']", 英语,,无事生非 (2011年伦敦Wyndham剧院版) Much Ado About Nothing,
10118,8.9, 日本,"['剧情', '喜剧']", 日语,1932-06-03,我出生了，但…… 大人の見る絵本 生れてはみたけれど,4149.0
10119,7.2,,,,,灌篮高手 剧场版4 スラムダンク 吠えろバスケットマン魂!! 花道と流川の熱き夏,
10120,8.8, 日本,"['动画', '运动']", 日语,2015-07-03,排球少年剧场版：结束与开始 劇場版 ハイキュー!! 終わりと始まり,1126.0
10121,8.7, 印度,['剧情'], 孟加拉语,1959-05-01,大树之歌 অপুর সংসার,2720.0
10122,8.6, 日本,['剧情'], 日语,2006-03-17,女王的教室特别篇  前篇～墮天使～ 女王の教室スペシャル エピソード1〜堕天使〜,6645.0
10124,8.6, 日本,"['剧情', '科幻', '动画']", 日语,1987-03-14,王立宇宙军：欧尼亚米斯之翼 王立宇宙軍〜オネアミスの翼,3441.0
10125,7.2, 日本,"['剧情', '爱情', '动画']", 日语,2008-03-27,团子大家族番外篇：暑假能够做的事 CLANNAD 番外編 夏休みの出来事,
10126,8.6, 美国,"['喜剧', '动画', '家庭']", 英语,1980-05-30,"一路顺风，查理布朗 Bon Voyage, Charlie Brown (and Don't Come Back!)",896.0
10127,8.5, 英国,['科幻'], 英语,2008-12-25,神秘博士：下一位博士 Doctor Who: The Next Doctor,4231.0
10128,8.5, 英国,"['喜剧', '音乐']", 英语 / 德语,1964-07-06,一夜狂欢 A Hard Day's Night,3987.0
10129,8.5, 法国 / 意大利,"['剧情', '犯罪']", 意大利语,1960-09-06,洛可兄弟 Rocco e i suoi fratelli,2857.0
10132,8.4, 意大利 / 西班牙 / 法国,"['剧情', '惊悚']", 英语 / 西班牙语 / 德语 / 法语,1975-02-28,过客 Professione: reporter,3628.0
10133,8.4, 土耳其,"['剧情', '喜剧']", 土耳其语,1999-12-10,五月碧云天 Mayıs Sıkıntısı,2753.0
10134,8.4, 日本,['动画'], 日语 / 英语,1991-08-16,人鱼之森 人魚の森,2345.0
10135,7.2, 日本,"['动画', '奇幻']", 日语,2017-08-04,文豪野犬 OAD,
10136,8.3, 美国,['真人秀'], 英语,2012-12-04,维多利亚的秘密2012时装秀 The Victoria's Secret Fashion Show 2012,7972.0
10137,8.3, 英国,"['剧情', '历史', '战争']", 英语 / 法语 / 高棉语,1984-11-02,杀戮战场 The Killing Fields,4856.0
10138,8.3, 法国,"['剧情', '爱情']", 法语,1965-10-01,幸福 Le bonheur,3032.0
10139,8.2, 法国,"['剧情', '喜剧']", 法语,2010-10-20,小小的白色谎言 Les petits mouchoirs,14395.0
10140,8.2, 日本,"['剧情', '喜剧', '家庭']", 日语,2003-09-04,宛如阿修罗 阿修羅のごとく,6494.0
10141,8.2, 法国 / 西德,"['剧情', '惊悚', '战争']", 法语 / 德语,1975-08-22,老枪 Le vieux fusil,6111.0
10142,8.2, 法国,"['剧情', '爱情']", 法语,1989-11-08,白色婚礼 Noce blanche,5191.0
10144,8.2, 美国,"['动作', '西部', '冒险']", 英语,1948-08-26,红河 Red River,2536.0
10148,8.1, 日本,['动画'], 日语,2013-08-12,邻座的怪同学OAD：邻座的极道同学 となりの怪物くん となりの極道くん,4747.0
10149,8.1, 法国,['剧情'], 法语,1988-09-14,女人韵事 Une affaire de femmes,2865.0
10150,8.1, 美国,"['剧情', '音乐']", 英语,1975-06-11,纳什维尔 Nashville,2402.0
10151,8.1, 中国大陆,['歌舞'], 汉语普通话,2016-09-04,最忆是杭州,1650.0
10152,8.0, 法国,"['剧情', '动画', '悬疑', '恐怖']", 法语,2008-02-13,暗夜恐惧 Peur(s) du noir,17924.0
10153,8.0, 爱尔兰 / 英国,"['剧情', '传记']", 英语,2008-05-15,饥饿 Hunger,14167.0
10154,8.0, 比利时,"['剧情', '喜剧', '惊悚', '犯罪']", 法语,1992-11-04,人咬狗 C'est arrivé près de chez vous,6419.0
10155,8.0, 美国,"['剧情', '喜剧', '爱情', '家庭']", 英语,1983-12-09,母女情深 Terms of Endearment,6374.0
10156,8.0, 美国,['剧情'], 英语,1977-04-03,三女性 3 Women,2178.0
10157,8.0, 日本,"['剧情', '喜剧']", 日语,2000-08-12,颜 顔,601.0
10158,7.9, 加拿大 / 爱尔兰 / 埃及,"['剧情', '爱情']", 英语 / 阿拉伯语,2009-10-16,开罗时间 Cairo Time,15142.0
10159,7.9, 中国大陆,"['剧情', '传记']", 汉语普通话,2005-08-05,一轮明月,5001.0
10161,7.9, 美国,"['剧情', '惊悚', '历史']", 英语 / 俄语,2000-12-16,惊爆十三天 Thirteen Days,4194.0
10162,7.9, 日本,"['动作', '科幻', '动画', '家庭', '冒险']", 日语,2003-07-19,精灵宝可梦：七夜的许愿星 劇場版　ポケットモンスター　アドバンスジェネレーション　七夜の願い星　ジラーチ,2926.0
10163,7.9, 日本,"['剧情', '爱情', '恐怖', '奇幻']", 日语,1968-02-24,黑猫 藪の中の黒猫,2342.0
10165,7.8, 美国,"['剧情', '喜剧', '爱情']", 英语,2010-09-11,说来有点可笑 It's Kind of a Funny Story,19706.0
10166,7.8, 中国香港,['剧情'], 汉语普通话,2003-09-25,少年往事,6976.0
10167,7.8, 美国,['剧情'], 英语,1988-08-12,基督最后的诱惑 The Last Temptation of Christ,5772.0
10169,7.8, 法国,"['剧情', '爱情']", 法语,1984-11-21,男孩遇见女孩 Boy Meets Girl,3110.0
10170,7.7, 日本,"['剧情', '爱情']", 日语,2006-10-28,彩虹女神 虹の女神,38083.0
10171,7.7, 日本,['剧情'], 日语,2009-10-12,同栖生活 パレード,6116.0
10174,7.7, 日本,"['剧情', '动作', '惊悚']", 日语,1973-12-01,修罗雪姬 修羅雪姫,4270.0
10175,7.7, 美国,['舞台艺术'], 英语,2013-12-10,维多利亚的秘密2013时装秀 The Victoria's Secret Fashion Show 2013,3881.0
10176,7.7, 日本,"['科幻', '动画', '悬疑', '冒险']", 日语,2004-07-17,精灵宝可梦: 裂空的访问者 劇場版ポケットモンスター アドバンスジェネレーション 裂空の訪問者 デオキシス,3357.0
10177,7.7, 美国,"['剧情', '喜剧']", 英语,2014-01-18,永远的北极熊 Infinitely Polar Bear,3215.0
10178,7.7, 乌拉圭 / 西班牙 / 阿根廷 / 法国 / 德国,"['剧情', '传记', '历史', '犯罪']", 西班牙语,2018-09-01,地牢回忆 La noche de 12 años,3063.0
10179,7.7, 美国,"['喜剧', '动画', '冒险']", 英语,2005-10-11,猫和老鼠: 飆风天王 Tom And Jerry The Fast And The Furry,2457.0
10181,7.7, 日本 / 美国,"['动作', '科幻', '动画']", 日语 / 英语,1991-07-20,龙珠Z剧场版5：最强对最强 ドラゴンボールZ とびっきりの最強対最強,2195.0
10182,7.7, 美国,"['喜剧', '动画', '家庭', '冒险']", 英语,2003-01-20,101忠狗续集：伦敦大冒险 101 Dalmatians II: Patch's London Adventure,2049.0
10183,7.7, 日本,"['动作', '科幻']", 日语,1997-04-12,哉阿斯奥特曼2：超人大战·光与影 ウルトラマンゼアス2 超人大戦・光と影,631.0
10184,7.6, 美国,"['剧情', '惊悚', '战争']", 英语,2009-12-04,兄弟 Brothers,22716.0
10185,7.6, 美国,"['剧情', '爱情', '音乐']", 英语,2009-12-11,疯狂的心 Crazy Heart,16504.0
10186,7.6, 美国,"['剧情', '喜剧', '爱情']", 英语,2004-06-11,大人物拿破仑 Napoleon Dynamite,6501.0
10188,7.6, 日本,"['动画', '家庭', '冒险', '荒诞']", 日语,2000-07-08,精灵宝可梦：结晶塔的帝王 劇場版ポケットモンスター 結晶塔の帝王 ENTEI,3435.0
10189,7.6, 美国,['剧情'], 英语,1980,长假漫漫 Permanent Vacation,2613.0
10191,7.6, 美国,"['动画', '家庭']", 英语,2002-07-23,泰山与珍妮 Tarzan & Jane,997.0
10192,7.2, 日本,"['动作', '儿童']", 日语,2016-12-10,假面骑士平成世代 Dr.吃豆人对Ex-Aid&Ghost with传说骑士 仮面ライダー平成ジェネレーションズ Dr.パックマン対エグゼイド＆ゴースト with レジェンドライダー,
10193,7.5, 美国,"['剧情', '喜剧']", 英语,2008-01-18,阳光清洗 Sunshine Cleaning,18986.0
10195,7.5, 日本,['剧情'], 日语,2019-01-06,悲惨世界：没有终点的旅途 レ・ミゼラブル 終わりなき旅路,2358.0
10196,7.5, 中国大陆,['剧情'], 汉语普通话,1983,咱们的牛百岁,1858.0
10197,7.5, 美国 / 澳大利亚,"['爱情', '动画', '家庭', '冒险']", 英语,2001-02-26,小姐与流浪汉2：狗儿逃家记 Lady and the Tramp II: Scamp's Adventure,1317.0
10198,7.5, 日本,"['动作', '科幻']", 日语,2017-12-09,假面骑士平成世代 FINAL Build & EX-AID with 传说骑士 仮面ライダー平成ジェネレーションズ FINAL,859.0
10200,7.4, 意大利,"['剧情', '犯罪']", 那不勒斯语 / 意大利语 / 汉语普通话 / 法语,2008-05-16,格莫拉 Gomorra,8286.0
10201,7.4, 中国香港,['惊悚'], 粤语,1989-10-05,惊魂记 驚魂記,4788.0
10202,7.4, 美国 / 澳大利亚,"['惊悚', '冒险']", 英语,2000-08-04,太空牛仔 Space Cowboys,4221.0
10203,7.4, 加拿大 / 美国,['剧情'], 英语,2016-09-13,猎头召唤 A Family Man,3463.0
10204,7.4, 美国,"['剧情', '传记', '历史']", 英语,2019-04-05,最佳敌人 The Best of Enemies,2139.0
10205,7.4, 印度,"['剧情', '喜剧']", 印地语,2009-02-12,好运理发师 Billu,1645.0
10206,7.3, 韩国,"['剧情', '动作', '战争']", 韩语,2002-11-22,海岸线 해안선,8185.0
10207,7.3, 南非 / 英国,"['剧情', '犯罪']", 祖鲁语 / 班图语 / 公用荷兰语 / 英语,2005-12-23,黑帮暴徒 Tsotsi,7502.0
10209,7.3, 中国大陆,['剧情'], 汉语普通话 / 藏语,2017-08-18,皮绳上的魂,5993.0
10211,7.3, 中国香港 / 马来西亚,['剧情'], 粤语,2016-11-24,我的妈呀 大手牽小手,4177.0
10213,7.3, 中国香港,"['喜剧', '犯罪']", 粤语,2000-11-03,救姜刑警,2181.0
10215,7.2, 日本,"['惊悚', '恐怖', '奇幻']", 日语,1999-06-05,催眠,6366.0
10216,7.2, 法国 / 比利时 / 利比里亚,"['剧情', '战争']", 英语,2008-11-26,疯狗强尼 Johnny Mad Dog,6034.0
10217,7.2, 美国,"['剧情', '喜剧', '爱情']", 英语,1989-03-10,大都会传奇 New York Stories,4343.0
10218,7.2, 加拿大 / 美国,['剧情'], 英语,2019-11-27,皇后与瘦子 Queen & Slim,2937.0
10219,7.2, 中国大陆,['剧情'], 汉语普通话,1992,离婚大战,1843.0
10220,7.2, 日本,['剧情'], 日语,2018-10-30,半世界,1696.0
10221,7.1, 法国,"['喜剧', '爱情']", 法语 / 英语,2006-12-13,真爱无价 Hors de prix,28102.0
10223,7.1, 英国 / 法国,"['剧情', '惊悚', '情色', '犯罪']", 英语,2003-09-26,年轻的亚当 Young Adam,5926.0
10224,7.1, 以色列 / 德国 / 法国 / 黎巴嫩,"['剧情', '战争']", 希伯来语,2009-09-08,黎巴嫩 לבנון,6052.0
10225,7.1, 德国 / 美国,"['剧情', '惊悚']", 英语,2006-09-22,国王班底 All the King's Men,5213.0
10226,7.1, 韩国,"['剧情', '爱情', '同性']", 韩语,2009-12-17,只是朋友 친구사이?,5600.0
10227,7.1, 美国,"['剧情', '喜剧', '运动']", 英语,2013-12-25,旗鼓相当 Grudge Match,4547.0
10228,7.1, 新西兰 / 美国,"['喜剧', '恐怖', '奇幻']", 英语,1996-07-19,恐怖幽灵 The Frighteners,4887.0
10229,7.1, 美国 / 法国,"['动作', '惊悚', '犯罪']", 英语 / 德语 / 西班牙语,1995-10-06,刺客战场 Assassins,3529.0
10230,7.1, 韩国,"['喜剧', '动作', '犯罪']", 韩语,2001-12-08,头师父一体 두사부일체,4270.0
