电影名称,评论人,评论时间,评论内容,location,有用
大侦探福尔摩斯2：诡影游戏 短评,磾媏忈劶,2010/2/27,怎么跑美国拍片去了。不知道能不能重振烟枪雄风,北京,0
大侦探福尔摩斯2：诡影游戏 短评,艸-艸,2010/2/27,我们先办正事~,江苏苏州,0
大侦探福尔摩斯2：诡影游戏 短评,天亮天黑,2010/2/27,希望这一次可以讲个好故事,北京,0
大侦探福尔摩斯2：诡影游戏 短评,瓦达西瓦又又又桑只爱这巧克力,2010/2/27,最近喜欢看G片,Bahamas,0
一九四二 短评,Mercury Tears,2012/11/8,想看陈道明。,"Boston, United States",0
大侦探福尔摩斯2：诡影游戏 短评,飯躁躁,2010/2/27,以后别叫大侦探福尔摩斯~直接叫福尔摩斯华生搞基历险记,陕西西安,0
大侦探福尔摩斯2：诡影游戏 短评,人肉饲料供应商,2010/2/27,你们总该发生点什么了吧…,"Al-Iskandarīyah, Egypt",0
一九四二 短评,鵝叔,2012/11/8,看到Adrain 和Tim瞬間就。。。。。了,上海,0
大侦探福尔摩斯2：诡影游戏 短评,泠风,2010/2/27,基情延续？？,江苏南京,0
一九四二 短评,Kavcat,2012/11/8,咱把它单纯当做一部电影好么,"Reykjavík, Iceland",0
大侦探福尔摩斯2：诡影游戏 短评,Danys ┇┇ 蓄须专用,2010/2/27,他在看啥？,北京,0
一九四二 短评,薛定谔的猫,2012/11/8,陈道明演蒋介石是个什么感觉？,山东济南,0
一九四二 短评,陶阡陌,2012/11/8,#冯小刚出品每一部都无条件一星# 冯小刚在11年欧冠决赛后说的那句“曼联如果想赢巴萨 唯一的方法只能把全体队员互换”的无赖逻辑我也想体验一下,"København, Denmark",0
大侦探福尔摩斯2：诡影游戏 短评,巴鸡！,2010/2/27,唉哟喂！,重庆,0
一九四二 短评,一枚尾巴,2012/11/8,冲着那五个预告片,上海,0
大侦探福尔摩斯2：诡影游戏 短评,Kreuzberg,2010/2/27,1月15日,"San Francisco Bay Area, United States",0
一九四二 短评,福贵,2012/11/8,绝对不去电影院看,北京,0
一九四二 短评,長夕,2012/11/8,这个片有布洛迪！！我要看！！,,0
一九四二 短评,杜一无二,2012/11/8,等她心情好时再看！,,0
一九四二 短评,伊涧,2012/11/8,海報很有范兒，三十年代的版畫風格，有力量。,江苏南京,0
大侦探福尔摩斯2：诡影游戏 短评,蘇湛,2010/2/27,"这海报也太邪恶了 卖腐卖成这样，我该说写什么,,,,,",香港,0
大侦探福尔摩斯2：诡影游戏 短评,劳勃·拜拉席恩,2010/2/27,今天才发现是Gay Ritchie拍的。风格日趋腐化,,0
一九四二 短评,皂君,2012/11/8,那些嚷嚷着要拍建国后的，怎么就不能拍1942了,,0
大侦探福尔摩斯2：诡影游戏 短评,一星宗师,2010/2/27,擦。。擦。。擦。。。。。,陕西西安,0
大侦探福尔摩斯2：诡影游戏 短评,龙三,2010/2/27,gay里脊 一定要看,北京,0
大侦探福尔摩斯2：诡影游戏 短评,长尾巴兔子,2010/2/27,就是来看帅哥基情和魔幻编造的，顺便眼睛旅游欧洲,,0
一九四二 短评,hoglu,2012/11/8,1,广东深圳,0
一九四二 短评,Hew_Sun,2012/11/8,河南饥荒。目前的宣传一直强调“诚意”、不考虑商业利益。想想当年的唐山大地震吧，“诚意”就表现在要求所有影院售卖电影票不得低于35元每人次。so，拭目以待,,0
一九四二 短评,x,2012/11/8,这封面给力了！,浙江杭州,0
大侦探福尔摩斯2：诡影游戏 短评,友邻广播,2010/2/27,冲着JQ！冲着华生！必看~,浙江温州,0
一九四二 短评,波子汽水,2012/11/8,想看 但是 我怕 感动不到我 主要是我有点奇怪！,重庆,0
大侦探福尔摩斯2：诡影游戏 短评,beepee,2010/2/27,只为宁浩的老师、麦当娜的前夫——盖里奇,北京,0
一九四二 短评,D.JoY,2012/11/8,我就是想看看冯小刚有多大胆,香港,0
一九四二 短评,端木悠悠,2012/11/8,不太想看护舒宝拍的片子，但是有道明大叔又欲罢不能。很好奇苏有朋在这里又要以什么怂姿态出现~,上海,0
一九四二 短评,小福霓,2012/11/8,喜欢那个年代的故事~海报不错。,广东深圳,0
一九四二 短评,toni.憨憨菌,2012/11/8,海报不错。别黑委座了既得利益者们。,香港,0
一九四二 短评,米田共王求,2012/11/8,想看又不想看,"New York City, United States",0
人再囧途之泰囧 短评,老安,2012/12/26,评价很高的样子 低成本的爆笑喜剧？,香港,0
人再囧途之泰囧 短评,天才与白痴,2012/12/26,貌似已经有枪版了,广东广州,0
人再囧途之泰囧 短评,Arezaria,2012/12/26,求一乐！,"Washington, D.C, United States",0
马达加斯加3 短评,大毛兔,2012/10/9,我还没看呢 你都看了,,0
人再囧途之泰囧 短评,橡皮擦,2012/12/26,《少年派》之后，2012年最期待的电影~好吧，带一下光线传媒口播，终于有部像样片子啦~,,0
马达加斯加3 短评,Sammy,2012/10/9,我十分爱看马达加斯加,"New York City, United States",0
马达加斯加3 短评,维生素E,2012/10/9,有木有人和我一起看啊？,北京,0
人再囧途之泰囧 短评,Shkrun,2012/12/26,8.7太高了...但是8分是绝对有的！为电影中的小感动，小幽默，小机灵而赞叹！,,0
马达加斯加3 短评,水無月_巫月,2012/10/9,看3D应该会很有意思吧...,北京,0
人再囧途之泰囧 短评,Macji,2012/12/26,徐峥的导演处女作，要支持的,浙江杭州,0
马达加斯加3 短评,Lucifer·S,2012/10/9,去看的时候居然下线了。郁闷。,,0
马达加斯加3 短评,greenpine,2012/10/9,好片！,,0
马达加斯加3 短评,年靑的雕像,2012/10/9,看完这个系列,广东广州,0
人再囧途之泰囧 短评,Su,2012/12/26,一会和爸妈去看阿,,0
人再囧途之泰囧 短评,阿南,2012/12/26,评分出奇的高。今天首映，票都买不到连坐，这一个个的真缺德。,浙江舟山,0
马达加斯加3 短评,慢吞吞,2012/10/9,我一定要去看这个呐！！！！,山东青岛,0
人再囧途之泰囧 短评,Duff@放鹤慢行,2012/12/26,笑过后就记得范爷出来打酱油了,上海,0
人再囧途之泰囧 短评,Lino,2012/12/26,很期待，可是我买了十二生肖的票，暂时不买这个的了。。。,,0
人再囧途之泰囧 短评,荷包套,2012/12/26,我就是个喜欢徐峥的大俗人！,江苏南京,0
马达加斯加3 短评,梦游诸神黄昏,2012/10/9,竟然错过了上映时间！！！！！,北京,0
马达加斯加3 短评,梨园过客出于天,2012/10/9,哇,北京,0
马达加斯加3 短评,Daniel,2012/10/9,估计已经下档了……,,0
马达加斯加3 短评,Lee,2012/10/9,豆瓣居然可以看,湖北武汉,0
人再囧途之泰囧 短评,RachelZoe,2012/12/26,12月12日,河南漯河,0
人再囧途之泰囧 短评,＂Emma.,2012/12/26,就冲着黄勃，徐峥，王宝强，这爆笑三人组去的，这仨人，看着就乐呵，片花拍得让人更捧腹大笑。王宝强的造型彻底亮了。欢乐,,0
人再囧途之泰囧 短评,李小懒在腐国,2012/12/26,当初的《人在囧途》可是让我疯狂的看了N多遍，可谓近几年喜剧片的一个巅峰之作。不知道换了编剧，徐峥大叔亲自担当导演，并拽上了黄渤和自己的爱妻，这样一部像是续集的作品会带来何等反响，拭目以待。,"Southampton, United Kingdom",0
马达加斯加3 短评,sissiego,2012/10/9,周三就去看~,上海,0
人再囧途之泰囧 短评,丫丫,2012/12/26,很搞笑！,,0
人再囧途之泰囧 短评,不死鸟,2012/12/26,听说很八错 期待哈,,0
马达加斯加3 短评,椰叽认真地,2012/10/9,！！！！,,0
马达加斯加3 短评,v,2012/10/9,会开心吧？,上海,0
大侦探福尔摩斯2：诡影游戏 短评,李沅芷,2011/5/16,我们去看吧！,北京,0
大侦探福尔摩斯2：诡影游戏 短评,"呵, 春娘!",2011/5/16,爲什麽當時沒有看到電影啊!!!!!,浙江杭州,0
马达加斯加3 短评,二号分身,2012/10/9,好吧。鉴于字幕太烂，决定等YYETS。嘿嘿嘿。,江苏南京,0
人再囧途之泰囧 短评,Better&better,2012/12/26,囧~~~,吉林长春,0
马达加斯加3 短评,Byron,2012/10/9,3D,香港,0
大侦探福尔摩斯2：诡影游戏 短评,weiwei,2011/5/16,鉴于我如此坚定的喜欢Jude Law和山田孝之还有damon，证明大概很混也没责任感的男人对我来说很危险=_=,,0
人再囧途之泰囧 短评,宅女菲菲,2012/12/26,平安夜跟15岁时候暗恋的学长一起看。笑点低。形象都被笑到火星了。,山东淄博,0
马达加斯加3 短评,榛子,2012/10/9,我想去看企鹅而已。。。这个微小的愿望你都不能满足我？,北京,0
人再囧途之泰囧 短评,frank,2012/12/26,和几个朋友一起看。他俩笑得很开心，我不知道哪里好笑。不禁怀疑自己是不是老了。片子只能说是恶搞，不算幽默。还不如第一部。这部片子应该是水军营销的成功案例了。,,0
大侦探福尔摩斯2：诡影游戏 短评,叶若言,2011/5/16,好基友，回来了~,北京,0
蝙蝠侠：黑暗骑士崛起 短评,瞬间收藏家,2012/8/30,水湄物语 看过蝙蝠侠：黑暗骑士崛起     ,,
导演 克里斯托弗·诺兰 主演 克里斯蒂安·贝尔 / 汤姆·哈迪 / 美国 / 英国 / 8.6(41285评价),,,,,
"确实，诺兰的片子，不光有身体，还有脑子。看到诺兰在超级英雄的发达身体里，注入了很多人性的深刻。以及对社会现状的思考，这才是最难得的！""","Praha, Czech Republic",0,,,
人再囧途之泰囧 短评,Cowardly clown,2012/12/26,貌似口碑不错啊！！,内蒙古呼和浩特,0
马达加斯加3 短评,春风不相识,2012/10/9,嘻嘻嘻嘻，好想带个小娃娃一起去看，然后一人给买个爽歪歪~,重庆,0
蝙蝠侠：黑暗骑士崛起 短评,悟仁,2012/8/30,值得一看吧,上海,0
马达加斯加3 短评,KKK,2012/10/9,主要是为了企鹅小分队...,广东广州,0
蝙蝠侠：黑暗骑士崛起 短评,逻姬恨剧透,2012/8/30,the END,,0
大侦探福尔摩斯2：诡影游戏 短评,蜥蜴最讨厌鞭炮,2011/5/16,因为神探夏洛克 所以不期待这版了 大侦探1太失望,江苏扬州,0
大侦探福尔摩斯2：诡影游戏 短评,JulyChan,2011/5/16,亲爱的可爱的挚爱的王尔德先生也参与到这场大不咧癫搞基运动之中了，唉……,湖北武汉,0
大侦探福尔摩斯2：诡影游戏 短评,SURREAL BLACK,2011/5/16,我擦！竟然还有2！,北京,0
蝙蝠侠：黑暗骑士崛起 短评,芳汀的花园,2012/8/30,http://kuai.xunlei.com/d/ZBTQYOTHVLUR,,0
大侦探福尔摩斯2：诡影游戏 短评,sushi酱,2011/5/16,我就不说这是新版《断背山》。。。。。,上海,0
蝙蝠侠：黑暗骑士崛起 短评,低调鸢尾,2012/8/30,这不是inception的班底么？,辽宁沈阳,0
大侦探福尔摩斯2：诡影游戏 短评,30天,2011/5/16,ahahaha口水淌着。神探夏洛特也快开播吧,江苏南京,0
大侦探福尔摩斯2：诡影游戏 短评,Mountain Mama,2011/5/16,￥,广东深圳,0
蝙蝠侠：黑暗骑士崛起 短评,Ｍ．,2012/8/30,Nolan又来了，Marion又来了,香港,0
大侦探福尔摩斯2：诡影游戏 短评,毛球,2011/5/16,不会完全成为腐片了吧,四川成都,0
蝙蝠侠：黑暗骑士崛起 短评,Ding,2012/8/30,安妮海瑟薇,"Hiroshima, Japan",0
蝙蝠侠：黑暗骑士崛起 短评,Grace,2012/8/30,哇，我最喜欢的法国女演员和美国女演员~~,,0
蝙蝠侠：黑暗骑士崛起 短评,今生、唯爱,2012/8/30,已下 8.4科幻,浙江丽水,0
蝙蝠侠：黑暗骑士崛起 短评,Kreuzberg,2012/8/30,找！人！和！我！一！起！看！,"San Francisco Bay Area, United States",0
蝙蝠侠：黑暗骑士崛起 短评,独自等待,2012/8/30,三缺一，要来了。,北京,0
蝙蝠侠：黑暗骑士崛起 短评,赖(=^ ^=),2012/8/30,冲着那些强烈色彩和空间感的画面就想睇，何况有安妮加盟呢！,广东广州,0
蝙蝠侠：黑暗骑士崛起 短评,曦若麟,2012/8/30,想看。,上海,0
大侦探福尔摩斯2：诡影游戏 短评,随风而行,2011/5/16,年度最佳基侣,,0
大侦探福尔摩斯2：诡影游戏 短评,低端毛豆,2011/5/16,大基佬福尔摩斯,"Amsterdam, Netherlands",0
马达加斯加3 短评,Miss菲,2012/6/27,看了会开心的电影,北京,0
马达加斯加3 短评,想吃螃蟹的兔子,2012/6/27,很值票价，3D效果比《黑衣人》强！,,0
马达加斯加3 短评,茶鹿,2012/6/27,better than the 1st,,0
大侦探福尔摩斯2：诡影游戏 短评,阿鐘,2011/5/16,想看这个也许仅仅是因为疯婆子也会看。,辽宁丹东,0
蝙蝠侠：黑暗骑士崛起 短评,Zoe,2012/8/30,囧瑟夫,四川成都,0
蝙蝠侠：黑暗骑士崛起 短评,雨诗,2012/8/30,The.Dark.Knight.Rises.2012.720p.BluRay.x264.DTS-WiKi,,0
蝙蝠侠：黑暗骑士崛起 短评,李沅芷,2012/8/30,"I heard it is amazing, why not watch it soon!",北京,0
大侦探福尔摩斯2：诡影游戏 短评,扣肉精,2011/5/16,我只是想知道，这电影到底是只是卖腐，还是压根儿就是gay片儿……,北京,0
蝙蝠侠：黑暗骑士崛起 短评,小良,2012/8/30,"看看这阵容:贝尔童鞋,汤老师,海瑟薇姑娘,囧瑟夫,狗爹.......冲阵容就可以去电影院了","Vancouver, Canada",0
蝙蝠侠：黑暗骑士崛起 短评,小栗子,2012/8/30,哎！？？！！？！？！？ˋ( ° ▽、° ),江苏南京,0
大侦探福尔摩斯2：诡影游戏 短评,... 深 々。,2011/5/16,听说华生和福尔摩斯搞基了啊！？,上海,0
马达加斯加3 短评,aric,2012/6/27,还有两天哦,浙江杭州,0
马达加斯加3 短评,emmy一子,2012/6/27,@_徐大叶  去看这个吧 亲~~,,0
大侦探福尔摩斯2：诡影游戏 短评,河布,2011/5/16,欢乐基友片啊~ 找欢乐的基友去看,江苏徐州,0
蝙蝠侠：黑暗骑士崛起 短评,阿凱,2012/8/30,明星云集。。。。。。,上海,0
马达加斯加3 短评,疯人范er,2012/6/27,最近大爱动画片的说,,0
大侦探福尔摩斯2：诡影游戏 短评,HelloDoris,2011/5/16,音效和画面还是一如既往的炫。节奏拍摄手法什么的和第一部差不多好么？看的好腻歪~还有乃这个片子已经彻底的腐了好么魂淡编剧！小萝卜总是一个眼睛瞪的大大的，银家首部鸟了呀喂！,广东广州,0
大侦探福尔摩斯2：诡影游戏 短评,退堂鼓演奏家,2011/5/16,"《福尔摩斯II》剧组采访，油炸叔一脸自豪说""裘曾说我是他银幕上最佳接吻对手~"">>>>冲着这话，我觉得我应该看",广东广州,0
大侦探福尔摩斯2：诡影游戏 短评,winterIion,2011/5/16,明天上映耶耶耶,北京,0
马达加斯加3 短评,♥の柠檬微光,2012/6/27,好想看啊，想企鹅们了，哈哈哈，这周有空就去看,,0
人再囧途之泰囧 短评,洛汐,2012/12/13,老鹰说把他下巴都笑疼了,,0
蝙蝠侠：黑暗骑士崛起 短评,Kaka.Lam,2012/8/30,難怪這女的看著眼熟…………ONE DAY的主角啊………………,广东东莞,0
马达加斯加3 短评,亲爱的玛嘉烈,2012/6/27,说好要看的呢啊尼玛蛋啊求去看电影啊！,安徽合肥,0
马达加斯加3 短评,无名无心,2012/6/27,好像跟老婆一起去看喔......,,0
马达加斯加3 短评,Ray,2012/6/27,至今想念2里面那个彪悍的老太太~~,香港,0
马达加斯加3 短评,JMMMM,2012/6/27,想看港版啊！！！！,广东东莞,0
人再囧途之泰囧 短评,胖大海,2012/12/13,这部剧绝对要去看！一定要在电影院笑的前俯后仰，前无古人后无来者。,重庆,0
马达加斯加3 短评,山茶I鵺,2012/6/27,只有企鹅和人类会开车！！！！！！！！！！！,北京,0
人再囧途之泰囧 短评,carry,2012/12/13,这种爆米花电影居然能到8.6分，豆瓣确实要想办法控制一下了，导演不花心思在电影上，都想着怎么宣传可不行啊。,,0
马达加斯加3 短评,小小苹果★澔,2012/6/27,俺想乐一把！,上海,0
人再囧途之泰囧 短评,四月黄昏,2012/12/13,有黄渤，好想看，有王宝强，好不想看，想看不想看想看不想看想看不想看……,,0
马达加斯加3 短评,桃仁,2012/6/27,我还是想看- -昨天一晚上都在想。。。,北京,0
人再囧途之泰囧 短评,我的脑海里,2012/12/13,不错的电影，但总觉得少点什么。,,0
人再囧途之泰囧 短评,iceman,2012/12/13,要看要看要看,四川成都,0
人再囧途之泰囧 短评,lyz1008,2012/12/13,那天心情不好  看了前面20分钟没找到笑点  只觉得王宝强实在太让人生气了就关了没看了   然后此剧就火了啊！！我滴神啊    我决定找天好心情再好好的看了,,0
马达加斯加3 短评,dreamweiwei,2012/6/27,为毛要等到8月份才能看──？日本真tm是岛国。。。,"Ōsaka, Japan",0
马达加斯加3 短评,王珈熙｜,2012/6/27,我老把马达加斯加和冰河世纪分不清楚。。。现在，还没分清楚。。。- - ╮(╯▽╰)╭,北京,0
人再囧途之泰囧 短评,[已注销],2012/12/13,评价不错哦，喜欢徐峥呐~~~,,0
马达加斯加3 短评,射手的幽默,2012/6/27,啊 我喜欢那企鹅,,0
人再囧途之泰囧 短评,摧枯拉朽,2012/12/13,听说很不错,Singapore,0
人再囧途之泰囧 短评,benius,2012/12/13,我要看真爱！,,0
人再囧途之泰囧 短评,Polly,2012/12/13,看过的人没有一个说不好看的，好吸引！,,0
人再囧途之泰囧 短评,zinfly,2012/12/13,想去看看,,0
马达加斯加3 短评,#Tianfang,2012/6/27,ross配音啊！！11,"New York City, United States",0
人再囧途之泰囧 短评,SunnY,2012/12/13,进入节日喜剧,福建厦门,0
马达加斯加3 短评,情绪化的小天,2012/6/27,好想看呀,北京,0
人再囧途之泰囧 短评,尛圆,2012/12/13,咱们试着在世界末日来临之前好好笑一下，好吗。,江西九江,0
人再囧途之泰囧 短评,M,2012/12/13,喜剧之王吖。,,0
人再囧途之泰囧 短评,夙岚,2012/12/13,等我被放回城市的那天就去看。。。,,0
马达加斯加3 短评,Handey,2012/6/27,3d可以，剧情一般。,北京,0
人再囧途之泰囧 短评,三木秋本君,2012/12/13,年度甜点。,四川成都,0
人再囧途之泰囧 短评,豆儿,2012/12/13,看过人在囧途感觉不错 这个应该也会不错的吧,北京,0
人再囧途之泰囧 短评,蕾丝,2012/12/13,看的非常开心,,0
人再囧途之泰囧 短评,Garfield77,2012/12/13,看了，乐了，就是好的！,,0
蝙蝠侠：黑暗骑士崛起 短评,正义伙伴张大胆,2011/1/17,我想和忠贤去看 555,广东深圳,0
蝙蝠侠：黑暗骑士崛起 短评,几维,2011/1/17,尽量突国观影，做好看不明白的心理准备~,辽宁沈阳,0
蝙蝠侠：黑暗骑士崛起 短评,xxxxxcoral,2011/1/17,囧瑟夫啊~~~  克里斯蒂安呐~~~  安妮啊~~~,,0
蝙蝠侠：黑暗骑士崛起 短评,Sugar,2011/1/17,据说火炬木的Owen打了个几秒的酱油？我要去看！我看电影很多时候都是为了酱油角色啊！比如复仇者联盟只是为了去看罗宾阿姨。。。,上海,0
大侦探福尔摩斯2：诡影游戏 短评,悠歌,2012/1/10,其实我还不太想下，还是下吧,,0
蝙蝠侠：黑暗骑士崛起 短评,RiverC,2011/1/17,印度Chand Baori（月亮井）,北京,0
蝙蝠侠：黑暗骑士崛起 短评,藤条,2011/1/17,实在太想看了，但经历了丹佛首映事件，电检局更有借口不引进这部揭露社会、人性，抢夺国产电影票房的好电影了,,0
大侦探福尔摩斯2：诡影游戏 短评,忽然之间,2012/1/10,唉，小白也不等我一起看~坏人,云南昆明,0
蝙蝠侠：黑暗骑士崛起 短评,袁牧,2011/1/17,……,北京,0
蝙蝠侠：黑暗骑士崛起 短评,瓦片,2011/1/17,Nolan出品，品质保证。,江苏无锡,0
蝙蝠侠：黑暗骑士崛起 短评,△,2011/1/17,還說看一個呢尼瑪日本都下檔了。。。。。。。債見。。。。。。。,北京,0
蝙蝠侠：黑暗骑士崛起 短评,yaza,2011/1/17,就是看看玛丽昂和囧瑟夫,"Ottawa, Canada",0
蝙蝠侠：黑暗骑士崛起 短评,维,2011/1/17,美国电影,广东广州,0
大侦探福尔摩斯2：诡影游戏 短评,路人申,2012/1/10,在看。塘泥终于达成INNER PEACE了,,0
大侦探福尔摩斯2：诡影游戏 短评,❤鱼小白@佩,2012/1/10,这啥乱七八糟的封面啊，柯南道尔要从地低下爬出来了啦！,上海,0
蝙蝠侠：黑暗骑士崛起 短评,eels',2011/1/17,2012年上啊....,"Syracuse, United States",0
蝙蝠侠：黑暗骑士崛起 短评,路西法的信徒R,2011/1/17,十月国内刚上就屁颠屁颠去看了。前面铺垫很长，非粉丝大概会无聊得想睡吧……好吧作为粉我也稍有点不耐了orz有几处剪辑得不自然，于是坐等DC版,广东广州,0
大侦探福尔摩斯2：诡影游戏 短评,夏遇君☼,2012/1/10,卖腐片岂有不看的道理,广东广州,0
蝙蝠侠：黑暗骑士崛起 短评,栗子,2011/1/17,神！我要疯了！狮子座要不要这么霸气啊？！诺兰也是？！他居然也是！！！！！中国果然不是和狮子座......,北京,0
马达加斯加3 短评,bckkhfl,2012/8/28,唉唉唉唉~~,上海,0
蝙蝠侠：黑暗骑士崛起 短评,洲之,2011/1/17,http://bbs.duowan.com/thread-28439860-1-1.html,,
"http://www.cngba.com/thread-17860365-1-1.html""",,0,,,
马达加斯加3 短评,[已注销],2012/8/28,希望不是3D的,,0
马达加斯加3 短评,糯米子,2012/8/28,想看有英文字幕的,,0
大侦探福尔摩斯2：诡影游戏 短评,P小Y,2012/1/10,矮油，只能回UK去看了，唉⋯⋯,天津,0
警察故事2013 短评,Karno,2013/12/26,女主美在哪里、、、？？,"Helsinki (Helsingfors), Finland",0
大侦探福尔摩斯2：诡影游戏 短评,Kindoor,2012/1/10,福尔摩斯快读完了，书中的形象跟这个区别也太大了。电影中展示的福尔摩斯总觉得多了痞气少了幽默。,Singapore,0
大侦探福尔摩斯2：诡影游戏 短评,Baked Patato,2012/1/10,BDD,,0
马达加斯加3 短评,哟呼~,2012/8/28,数字的还要100一张票……,"Sydney, Australia",0
警察故事2013 短评,noname,2013/12/26,http://pan.baidu.com/s/1eQvGrrO,广东广州,0
蝙蝠侠：黑暗骑士崛起 短评,路人申,2011/1/17,我们家蝙蝠侠已经沦为配角了么剧照海报都不见他...555,,0
马达加斯加3 短评,十八子,2012/8/28,有休息一定去看看 乐呵乐呵吧,北京,0
警察故事2013 短评,沙宣,2013/12/26,有景甜啊哈哈哈   好久 没有喷她了 坐等看完喷死她    当然我相信盗版商的速度  但是我也相信盗版商的品味5555,北京,0
马达加斯加3 短评,夏嘿嘿,2012/8/28,想看想看！！,,0
警察故事2013 短评,半辈子,2013/12/26,一百块！太贵了。,北京,0
蝙蝠侠：黑暗骑士崛起 短评,CynthiaL,2011/1/17,预告片里匹兹堡steelers的复古球衣与晦折主题的契合让人心潮澎湃,"São Paulo, Brazil",0
警察故事2013 短评,JillyWang,2013/12/26,4.4(861人评价)，海报上有景甜吧~,,0
警察故事2013 短评,王往,2013/12/26,有时候网上的评价也不能太相信，这片差评这么多导致我还是下载看的，结果真的不错，网上有人说《北京遇上西雅图》是他看过最好看的爱情电影，结果跑去电影院去看，我操！屎一样！！屎一样啊！！！不能太过分的相信影评啊,北京,0
大侦探福尔摩斯2：诡影游戏 短评,elimu(aho),2012/1/10,=A=,Aruba,0
警察故事2013 短评,摄狼影魔,2013/12/26,2013.11.15开机，2013-12-24(中国大陆)上映，爱情动作片无误。,广东广州,0
蝙蝠侠：黑暗骑士崛起 短评,无意识,2011/1/17,嗷~~,北京,0
蝙蝠侠：黑暗骑士崛起 短评,我认出风暴,2011/1/17,要不下班看电影去~,云南昆明,0
警察故事2013 短评,世界的猫翻滚中,2013/12/26,看到宣传片了,广东江门,0
大侦探福尔摩斯2：诡影游戏 短评,gerald,2012/1/10,啥？！,"State College, United States",0
马达加斯加3 短评,Maltazard,2012/8/28,口碑很不错嘛,北京,0
大侦探福尔摩斯2：诡影游戏 短评,豬肉蓋飯,2012/1/10,诶诶在学校管太久了 我居然不知道出了2 立马补,,0
警察故事2013 短评,金大喜V,2013/12/26,我擦。。。所以这是成龙扮演公安了么！！！,广东东莞,0
警察故事2013 短评,他们都叫我春哥,2013/12/26,这不是杰森斯坦森海报的封面吗？？？？？？？？？,,0
大侦探福尔摩斯2：诡影游戏 短评,雨过终究天晴,2012/1/10,http://www.qiqu.tv/Action/dazhentanfuermosi2guiyingyouxi/index.html 这里看的，貌似是搞基电影？-。-,,0
警察故事2013 短评,时间的玫瑰,2013/12/26,7.0分。技术娴熟，老老实实讲故事。缺点：A故事的起源太弱，撑不起来。B插叙太多，虽强化了武戏但影响节奏。C海报上用狰狞的铁块字体。难看。得罪女观众，影响票房 路金波,上海,0
蝙蝠侠：黑暗骑士崛起 短评,费雪,2011/1/17,周末要看！,浙江宁波,0
马达加斯加3 短评,日月藏,2012/8/28,太期待了！,山东烟台,0
马达加斯加3 短评,周小米,2012/8/28,我我我我我，我想去看的~,,0
警察故事2013 短评,田原,2013/12/26,擦，有景甜。。。。。,山东济南,0
大侦探福尔摩斯2：诡影游戏 短评,reckless,2012/1/10,希望第二部能够有情人终成眷属~啊哈哈哈！,上海,0
警察故事2013 短评,xiaoxiao,2013/12/26,成龙不是不拍动作片了吗,北京,0
警察故事2013 短评,Yes张嘉乐，三月是春光明媚的,2013/12/26,其实，看到景天就不想看了。。。但是这是香港电影呀！~,内蒙古锡林郭勒,0
警察故事2013 短评,杨扬,2013/12/26,怎么又来了？？真恶心。骗钱不带这样的……,,0
警察故事2013 短评,懋 生丶,2013/12/26,景甜后台得多硬啊,广东深圳,0
大侦探福尔摩斯2：诡影游戏 短评,psycho,2012/1/10,海报！！！,浙江杭州,0
马达加斯加3 短评,深浅陌上,2012/8/28,你们居然把爷踢出了第三部...,"Frankfurt (am Main), Germany",0
大侦探福尔摩斯2：诡影游戏 短评,一反木绵,2012/1/10,尼玛剧照太劲爆了吧,,0
大侦探福尔摩斯2：诡影游戏 短评,凯尔西,2012/1/10,有没有小卷毛演得好呀？,,0
马达加斯加3 短评,Hydrochoerus,2012/8/28,前两部还没看过……,,0
大侦探福尔摩斯2：诡影游戏 短评,FÉLIN,2012/1/10,这海报太贱了...笑而不语~,"Montréal, Canada",0
马达加斯加3 短评,浅仓南,2012/8/28,忠实观众,江苏南京,0
警察故事2013 短评,beardpapaooo,2013/12/26,成龙老矣，看刘烨吧~,北京,0
马达加斯加3 短评,愣头青一团乱麻,2012/8/28,@快乐的小二逼  又是一年马达加斯加啊啊啊啊啊啊啊啊！！！！我们老了。,江苏南京,0
警察故事2013 短评,冠群,2013/12/26,期待,,0
马达加斯加3 短评,炯炯有神,2012/8/28,女boss可以跑步状态下击碎墙，老虎可以穿钥匙孔，女boss可以唱歌剧给手下回血，女boss动不动就像狗一样闻气味，结尾的boss战，女boss突然战斗力锐减成为了小丑，这样很没意思,,0
警察故事2013 短评,a_kieslowski,2013/12/26,卧槽小甜甜,天津,0
大侦探福尔摩斯2：诡影游戏 短评,青豆,2012/1/10,大反派不那谁么,香港,0
警察故事2013 短评,小眼看天,2013/12/26,“夜，繁华街区一座大型酒吧内，所有客人被劫持为人质。其中包括刑警钟文和女儿苗苗，以及一群似曾相识的陌生人……劫匪是酒吧老板武江，以人质威胁要求释放一名在押多年的罪犯，到底是怎样的动机，值得他铤而走险？” 请看本期————走近科学,,0
大侦探福尔摩斯2：诡影游戏 短评,猫酱,2012/1/10,純粹當GAY片來欣賞了。,"Frankfurt (am Main), Germany",0
马达加斯加3 短评,夏天不走远,2012/8/28,好喜欢这几只动物啊！,湖北武汉,0
大侦探福尔摩斯2：诡影游戏 短评,一一,2012/1/10,这post。。。,浙江杭州,0
马达加斯加3 短评,[已注销],2012/8/28,我要去看！,,0
马达加斯加3 短评,猜猜我是谁,2012/8/28,下周一要去啊啊啊啊,,0
