影片名,姓名,演职人员,代表作,评分,性别,星座,出生日期,出生地,职业
长城 The Great Wall,威廉·达福,演员,海底总动员,8.2,男,巨蟹座,1955/7/22,"美国,威斯康星州,阿普尔顿",演员 / 配音 / 制片 / 编剧
长城 The Great Wall,张涵予,演员,老炮儿,,男,射手座,1964/12/19,"中国,北京",演员 / 配音 / 制片
长城 The Great Wall,张涵予,演员,湄公河行动,8,男,射手座,1964/12/19,"中国,北京",演员 / 配音 / 制片
长城 The Great Wall,张涵予,演员,风声,8,男,射手座,1964/12/19,"中国,北京",演员 / 配音 / 制片
长城 The Great Wall,鹿晗,演员,长城,,男,白羊座,1990/4/20,"中国,北京",演员
长城 The Great Wall,鹿晗,演员,重返20岁,7.2,男,白羊座,1990/4/20,"中国,北京",演员
长城 The Great Wall,鹿晗,演员,摆渡人,,男,白羊座,1990/4/20,"中国,北京",演员
长城 The Great Wall,彭于晏,演员,乘风破浪,,男,白羊座,1982/3/24,"台湾,澎湖",演员
长城 The Great Wall,彭于晏,演员,听说,8.1,男,白羊座,1982/3/24,"台湾,澎湖",演员
长城 The Great Wall,林更新,演员,长城,,男,水瓶座,1988/2/13,"中国,辽宁,沈阳",演员 / 配音
长城 The Great Wall,林更新,演员,西游伏妖篇,5.6,男,水瓶座,1988/2/13,"中国,辽宁,沈阳",演员 / 配音
长城 The Great Wall,林更新,演员,智取威虎山,,男,水瓶座,1988/2/13,"中国,辽宁,沈阳",演员 / 配音
长城 The Great Wall,郑恺,演员,致我们终将逝去的青春,,男,白羊座,1986/4/17,"中国,上海",演员 / 配音
长城 The Great Wall,郑恺,演员,长城,,男,白羊座,1986/4/17,"中国,上海",演员 / 配音
长城 The Great Wall,郑恺,演员,煎饼侠,,男,白羊座,1986/4/17,"中国,上海",演员 / 配音
长城 The Great Wall,黄轩,演员,芳华,7.8,男,双鱼座,1985/3/3,"中国,甘肃,兰州",演员
长城 The Great Wall,黄轩,演员,长城,4.9,男,双鱼座,1985/3/3,"中国,甘肃,兰州",演员
长城 The Great Wall,黄轩,演员,妖猫传,7,男,双鱼座,1985/3/3,"中国,甘肃,兰州",演员
长城 The Great Wall,陈学冬,演员,小时代,,男,巨蟹座,1990/6/28,"中国,浙江,温州",演员
长城 The Great Wall,陈学冬,演员,长城,4.9,男,巨蟹座,1990/6/28,"中国,浙江,温州",演员
长城 The Great Wall,陈学冬,演员,小时代2：青木时代,,男,巨蟹座,1990/6/28,"中国,浙江,温州",演员
长城 The Great Wall,王俊凯,演员,老炮儿,,男,处女座,1999/9/21,"中国,重庆",演员
长城 The Great Wall,王俊凯,演员,长城,4.9,男,处女座,1999/9/21,"中国,重庆",演员
长城 The Great Wall,王俊凯,演员,青云志,,男,处女座,1999/9/21,"中国,重庆",演员
长城 The Great Wall,余心恬,演员,长城,4.9,女,射手座,1988/12/20,"中国,浙江,杭州",演员
长城 The Great Wall,余心恬,演员,28岁未成年,,女,射手座,1988/12/20,"中国,浙江,杭州",演员
长城 The Great Wall,余心恬,演员,无心法师,,女,射手座,1988/12/20,"中国,浙江,杭州",演员
长城 The Great Wall,刘冰,演员,长城,,女,水瓶座,1994/2/6,,演员
长城 The Great Wall,刘冰,演员,28岁未成年,,女,水瓶座,1994/2/6,,演员
长城 The Great Wall,刘冰,演员,America To Me,,女,水瓶座,1994/2/6,,演员
长城 The Great Wall,李亨,演员,长城,4.9,男,摩羯座,1992/1/4,,演员
长城 The Great Wall,李京沐,演员,长城,4.9,男,天蝎座,1989/10/25,,演员
长城 The Great Wall,李京沐,演员,骇故事之往生刑,,男,天蝎座,1989/10/25,,演员
长城 The Great Wall,李京沐,演员,骇故事之生死翡翠湖,,男,天蝎座,1989/10/25,,演员
长城 The Great Wall,纽曼·阿卡,演员,长城,,男,,,,演员
长城 The Great Wall,纽曼·阿卡,演员,极盗者,6.8,男,,,,演员
长城 The Great Wall,纽曼·阿卡,演员,柏林,7.3,男,,,,演员
长城 The Great Wall,约翰尼·希科,演员,长城,4.9,男,狮子座,1972/8/19,"美国,罗德岛,克兰斯顿",演员
长城 The Great Wall,约翰尼·希科,演员,极乐空间,,男,狮子座,1972/8/19,"美国,罗德岛,克兰斯顿",演员
长城 The Great Wall,约翰尼·希科,演员,命运规划局,,男,狮子座,1972/8/19,"美国,罗德岛,克兰斯顿",演员
长城 The Great Wall,皮鲁·埃斯贝克,演员,超体,7.1,男,双鱼座,1982/3/2,"丹麦,哥本哈根",演员
长城 The Great Wall,皮鲁·埃斯贝克,演员,长城,,男,双鱼座,1982/3/2,"丹麦,哥本哈根",演员
长城 The Great Wall,皮鲁·埃斯贝克,演员,攻壳机动队,6.5,男,双鱼座,1982/3/2,"丹麦,哥本哈根",演员
长城 The Great Wall,凌玲,演员,长城,4.9,女,处女座,,四川成都,演员 / 配音
长城 The Great Wall,凌玲,演员,我叫黄国盛,,女,处女座,,四川成都,演员 / 配音
长城 The Great Wall,凌玲,演员,一个成人电影工作者的自白,8.1,女,处女座,,四川成都,演员 / 配音
长城 The Great Wall,杨弋墨,演员,长城,4.9,女,金牛座,1993/5/1,,演员
长城 The Great Wall,杨弋墨,演员,一树桃花开,7.1,女,金牛座,1993/5/1,,演员
长城 The Great Wall,杨弋墨,演员,将军在上之时空恋人,,女,金牛座,1993/5/1,,演员
长城 The Great Wall,爱德华·兹威克,编剧,长城,,男,天秤座,1952/10/8,"美国,伊利诺伊州,芝加哥",制片 / 导演 / 编剧 / 演员
长城 The Great Wall,爱德华·兹威克,编剧,燃情岁月,,男,天秤座,1952/10/8,"美国,伊利诺伊州,芝加哥",制片 / 导演 / 编剧 / 演员
长城 The Great Wall,爱德华·兹威克,编剧,爱情与灵药,,男,天秤座,1952/10/8,"美国,伊利诺伊州,芝加哥",制片 / 导演 / 编剧 / 演员
长城 The Great Wall,马歇尔·赫斯科维兹,编剧,长城,,男,双鱼座,1952/2/23,"美国,宾夕法尼亚州,费城",编剧 / 制片 / 导演 / 演员
长城 The Great Wall,马歇尔·赫斯科维兹,编剧,爱情与灵药,7,男,双鱼座,1952/2/23,"美国,宾夕法尼亚州,费城",编剧 / 制片 / 导演 / 演员
长城 The Great Wall,马歇尔·赫斯科维兹,编剧,最后的武士,,男,双鱼座,1952/2/23,"美国,宾夕法尼亚州,费城",编剧 / 制片 / 导演 / 演员
长城 The Great Wall,托尼·吉尔罗伊,编剧,长城,4.9,男,处女座,1956/9/11,"美国,纽约,曼哈顿",编剧 / 导演 / 演员 / 制片
长城 The Great Wall,托尼·吉尔罗伊,编剧,谍影重重,,男,处女座,1956/9/11,"美国,纽约,曼哈顿",编剧 / 导演 / 演员 / 制片
长城 The Great Wall,托尼·吉尔罗伊,编剧,谍影重重3,8.7,男,处女座,1956/9/11,"美国,纽约,曼哈顿",编剧 / 导演 / 演员 / 制片
长城 The Great Wall,托马斯·图尔,编剧,长城,,男,,1970,,编剧
长城 The Great Wall,马克斯·布鲁克斯,编剧,长城,4.9,男,双子座,1972/5/22,"美国,纽约",演员 / 编剧 / 导演 / 制片
长城 The Great Wall,马克斯·布鲁克斯,编剧,僵尸世界大战,,男,双子座,1972/5/22,"美国,纽约",演员 / 编剧 / 导演 / 制片
长城 The Great Wall,马克斯·布鲁克斯,编剧,你逃我也逃,,男,双子座,1972/5/22,"美国,纽约",演员 / 编剧 / 导演 / 制片
长城 The Great Wall,贾瓦迪若明,作曲,环太平洋,,男,双子座,1974/6/5,"德国,杜伊斯堡,北莱茵-威斯特法伦州",作曲 / 演员
长城 The Great Wall,贾瓦迪若明,作曲,长城,,男,双子座,1974/6/5,"德国,杜伊斯堡,北莱茵-威斯特法伦州",作曲 / 演员
长城 The Great Wall,贾瓦迪若明,作曲,钢铁侠,,男,双子座,1974/6/5,"德国,杜伊斯堡,北莱茵-威斯特法伦州",作曲 / 演员
长城 The Great Wall,赵小丁,摄影,金陵十三钗,8,男,,,"中国,北京",摄影 / 导演 / 视觉特效
长城 The Great Wall,赵小丁,摄影,长城,,男,,,"中国,北京",摄影 / 导演 / 视觉特效
长城 The Great Wall,赵小丁,摄影,山楂树之恋,6.7,男,,,"中国,北京",摄影 / 导演 / 视觉特效
长城 The Great Wall,王阔,艺术指导,乘风破浪,,男,,,,艺术指导 / 演员 / 美术设计
长城 The Great Wall,王阔,艺术指导,长城,,男,,,,艺术指导 / 演员 / 美术设计
长城 The Great Wall,王阔,艺术指导,三枪拍案惊奇,,男,,,,艺术指导 / 演员 / 美术设计
长城 The Great Wall,许建树,服装设计,长城,,男,,,中国.山东.枣庄,服装设计
长城 The Great Wall,许建树,服装设计,三生三世十里桃花,,男,,,中国.山东.枣庄,服装设计
长城 The Great Wall,许建树,服装设计,太阳照常升起,8,男,,,中国.山东.枣庄,服装设计
长城 The Great Wall,菲尔·布伦南,视觉特效,长城,,,,,,视觉特效
长城 The Great Wall,菲尔·布伦南,视觉特效,白雪公主与猎人,,,,,,视觉特效
澳门风云3 賭城風雲III,刘伟强,导演,无间道,9,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,导演,重庆森林,,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,导演,桃姐,,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,王晶,导演,倩女幽魂,8.6,男,金牛座,1955/5/3,香港,编剧 / 导演 / 制片 / 演员
澳门风云3 賭城風雲III,王晶,导演,港囧,,男,金牛座,1955/5/3,香港,编剧 / 导演 / 制片 / 演员
澳门风云3 賭城風雲III,王晶,导演,九品芝麻官,,男,金牛座,1955/5/3,香港,编剧 / 导演 / 制片 / 演员
澳门风云3 賭城風雲III,周润发,演员,让子弹飞,,男,金牛座,1955/5/18,"香港,南丫岛",演员 / 编剧
澳门风云3 賭城風雲III,周润发,演员,加勒比海盗3：世界的尽头,,男,金牛座,1955/5/18,"香港,南丫岛",演员 / 编剧
澳门风云3 賭城風雲III,周润发,演员,卧虎藏龙,7.9,男,金牛座,1955/5/18,"香港,南丫岛",演员 / 编剧
澳门风云3 賭城風雲III,刘德华,演员,无间道,,男,天秤座,1961/9/27,"香港,新界",演员 / 制片 / 导演 / 摄影
澳门风云3 賭城風雲III,刘德华,演员,疯狂的石头,,男,天秤座,1961/9/27,"香港,新界",演员 / 制片 / 导演 / 摄影
澳门风云3 賭城風雲III,刘德华,演员,我的少女时代,,男,天秤座,1961/9/27,"香港,新界",演员 / 制片 / 导演 / 摄影
澳门风云3 賭城風雲III,张家辉,演员,扫毒,7.2,男,射手座,1967/12/2,香港,演员 / 导演 / 编剧
澳门风云3 賭城風雲III,张家辉,演员,激战,,男,射手座,1967/12/2,香港,演员 / 导演 / 编剧
澳门风云3 賭城風雲III,张家辉,演员,使徒行者,,男,射手座,1967/12/2,香港,演员 / 导演 / 编剧
澳门风云3 賭城風雲III,张学友,演员,射雕英雄传之东成西就,,男,巨蟹座,1961/7/10,香港,演员 / 配音
澳门风云3 賭城風雲III,张学友,演员,东邪西毒,,男,巨蟹座,1961/7/10,香港,演员 / 配音
澳门风云3 賭城風雲III,张学友,演员,十月围城,7.7,男,巨蟹座,1961/7/10,香港,演员 / 配音
澳门风云3 賭城風雲III,余文乐,演员,无间道,,男,天蝎座,1981/11/13,香港,演员
澳门风云3 賭城風雲III,余文乐,演员,志明与春娇,,男,天蝎座,1981/11/13,香港,演员
澳门风云3 賭城風雲III,余文乐,演员,春娇与志明,7.3,男,天蝎座,1981/11/13,香港,演员
澳门风云3 賭城風雲III,李宇春,演员,十月围城,7.7,女,双鱼座,1984/3/10,"中国,四川,成都",演员 / 导演 / 配音
澳门风云3 賭城風雲III,李宇春,演员,龙门飞甲,,女,双鱼座,1984/3/10,"中国,四川,成都",演员 / 导演 / 配音
澳门风云3 賭城風雲III,李宇春,演员,摆渡人,,女,双鱼座,1984/3/10,"中国,四川,成都",演员 / 导演 / 配音
澳门风云3 賭城風雲III,刘嘉玲,演员,让子弹飞,,女,射手座,1965/12/8,"中国,江苏,苏州",演员 / 服装设计 / 制片
澳门风云3 賭城風雲III,刘嘉玲,演员,射雕英雄传之东成西就,,女,射手座,1965/12/8,"中国,江苏,苏州",演员 / 服装设计 / 制片
澳门风云3 賭城風雲III,刘嘉玲,演员,东邪西毒,8.6,女,射手座,1965/12/8,"中国,江苏,苏州",演员 / 服装设计 / 制片
澳门风云3 賭城風雲III,王诗龄,演员,澳门风云2,5.5,女,天秤座,2009/10/13,"中国,北京",演员
澳门风云3 賭城風雲III,王诗龄,演员,爸爸去哪儿,,女,天秤座,2009/10/13,"中国,北京",演员
澳门风云3 賭城風雲III,王诗龄,演员,澳门风云3,,女,天秤座,2009/10/13,"中国,北京",演员
澳门风云3 賭城風雲III,向佐,演员,前度,7,男,巨蟹座,1984/7/20,香港,演员
澳门风云3 賭城風雲III,向佐,演员,投名状,,男,巨蟹座,1984/7/20,香港,演员
澳门风云3 賭城風雲III,向佐,演员,霍元甲,,男,巨蟹座,1984/7/20,香港,演员
澳门风云3 賭城風雲III,胡然,演员,追龙,,女,摩羯座,1990/1/15,天津市,演员
澳门风云3 賭城風雲III,胡然,演员,澳门风云2,,女,摩羯座,1990/1/15,天津市,演员
澳门风云3 賭城風雲III,胡然,演员,澳门风云3,3.9,女,摩羯座,1990/1/15,天津市,演员
澳门风云3 賭城風雲III,文咏珊,演员,寒战2,6.9,女,摩羯座,1988/12/29,香港,演员
澳门风云3 賭城風雲III,文咏珊,演员,赤道,,女,摩羯座,1988/12/29,香港,演员
澳门风云3 賭城風雲III,文咏珊,演员,澳门风云3,,女,摩羯座,1988/12/29,香港,演员
澳门风云3 賭城風雲III,元秋,演员,功夫,,女,,1950,香港,演员 / 导演 / 制片
澳门风云3 賭城風雲III,元秋,演员,越光宝盒,5.2,女,,1950,香港,演员 / 导演 / 制片
澳门风云3 賭城風雲III,元秋,演员,澳门风云3,3.9,女,,1950,香港,演员 / 导演 / 制片
澳门风云3 賭城風雲III,朴载相,演员,澳门风云3,3.9,男,摩羯座,1977/12/31,韩国 首尔,演员
澳门风云3 賭城風雲III,朴载相,演员,盖世英雄,,男,摩羯座,1977/12/31,韩国 首尔,演员
澳门风云3 賭城風雲III,朴载相,演员,2016辽宁卫视春节联欢晚会,8.8,男,摩羯座,1977/12/31,韩国 首尔,演员
澳门风云3 賭城風雲III,童菲,演员,澳门风云,,女,双鱼座,1990/3/8,"中国,北京",演员
澳门风云3 賭城風雲III,童菲,演员,澳门风云2,,女,双鱼座,1990/3/8,"中国,北京",演员
澳门风云3 賭城風雲III,童菲,演员,澳门风云3,3.9,女,双鱼座,1990/3/8,"中国,北京",演员
澳门风云3 賭城風雲III,罗家英,演员,大话西游之大圣娶亲,9.2,男,处女座,1947/8/27,"中国,广东,广州",演员
澳门风云3 賭城風雲III,罗家英,演员,西游伏妖篇,,男,处女座,1947/8/27,"中国,广东,广州",演员
澳门风云3 賭城風雲III,卢海鹏,演员,一代宗师,,男,射手座,1941/12/21,"中国,广东,广州",演员
澳门风云3 賭城風雲III,卢海鹏,演员,盲探,7.1,男,射手座,1941/12/21,"中国,广东,广州",演员
澳门风云3 賭城風雲III,卢海鹏,演员,扫毒,7.2,男,射手座,1941/12/21,"中国,广东,广州",演员
澳门风云3 賭城風雲III,向华强,演员,九品芝麻官,,男,射手座,1948/12/16,,制片 / 演员 / 编剧
澳门风云3 賭城風雲III,向华强,演员,大内密探零零发,,男,射手座,1948/12/16,,制片 / 演员 / 编剧
澳门风云3 賭城風雲III,向华强,演员,逃学威龙,,男,射手座,1948/12/16,,制片 / 演员 / 编剧
澳门风云3 賭城風雲III,玛利亚,演员,澳门风云,5.6,女,,1954,澳门,演员 / 编剧 / 作曲
澳门风云3 賭城風雲III,玛利亚,演员,澳门风云3,3.9,女,,1954,澳门,演员 / 编剧 / 作曲
澳门风云3 賭城風雲III,玛利亚,演员,72家租客,6.7,女,,1954,澳门,演员 / 编剧 / 作曲
澳门风云3 賭城風雲III,张虹一,演员,澳门风云3,,女,巨蟹座,7月16日,,演员
澳门风云3 賭城風雲III,张虹一,演员,我是大美人,,女,巨蟹座,7月16日,,演员
澳门风云3 賭城風雲III,韩昕怡,演员,追龙,,女,,,,演员
澳门风云3 賭城風雲III,韩昕怡,演员,澳门风云3,3.9,女,,,,演员
澳门风云3 賭城風雲III,韩昕怡,演员,王牌逗王牌,3.3,女,,,,演员
澳门风云3 賭城風雲III,徐冬冬,演员,追龙,7.3,女,水瓶座,1990/2/9,"中国,黑龙江,哈尔滨",演员
澳门风云3 賭城風雲III,徐冬冬,演员,情圣,,女,水瓶座,1990/2/9,"中国,黑龙江,哈尔滨",演员
澳门风云3 賭城風雲III,徐冬冬,演员,余罪 第一季,,女,水瓶座,1990/2/9,"中国,黑龙江,哈尔滨",演员
澳门风云3 賭城風雲III,江美仪,演员,桃姐,,女,处女座,1971/9/20,香港,演员
澳门风云3 賭城風雲III,江美仪,演员,伤城,6.8,女,处女座,1971/9/20,香港,演员
澳门风云3 賭城風雲III,江美仪,演员,澳门风云3,3.9,女,处女座,1971/9/20,香港,演员
澳门风云3 賭城風雲III,姜大卫,演员,雏菊,,男,巨蟹座,1947/6/29,"中国,江苏,苏州",演员 / 导演 / 制片 / 编剧
澳门风云3 賭城風雲III,姜大卫,演员,天台爱情,6.8,男,巨蟹座,1947/6/29,"中国,江苏,苏州",演员 / 导演 / 制片 / 编剧
澳门风云3 賭城風雲III,姜大卫,演员,澳门风云2,5.5,男,巨蟹座,1947/6/29,"中国,江苏,苏州",演员 / 导演 / 制片 / 编剧
澳门风云3 賭城風雲III,姜皓文,演员,唐伯虎点秋香,8.4,男,天蝎座,1966/10/26,香港,演员
澳门风云3 賭城風雲III,姜皓文,演员,盲探,,男,天蝎座,1966/10/26,香港,演员
澳门风云3 賭城風雲III,曾国祥,演员,七月与安生,7.6,男,天蝎座,1979/11/8,香港,演员 / 导演 / 编剧 / 剪辑 / 副导演
澳门风云3 賭城風雲III,曾国祥,演员,春娇与志明,,男,天蝎座,1979/11/8,香港,演员 / 导演 / 编剧 / 剪辑 / 副导演
澳门风云3 賭城風雲III,曾国祥,演员,前度,,男,天蝎座,1979/11/8,香港,演员 / 导演 / 编剧 / 剪辑 / 副导演
澳门风云3 賭城風雲III,崔碧珈,演员,港囧,5.6,女,双子座,1988/5/27,香港,演员
澳门风云3 賭城風雲III,崔碧珈,演员,澳门风云3,,女,双子座,1988/5/27,香港,演员
澳门风云3 賭城風雲III,崔碧珈,演员,老笠,,女,双子座,1988/5/27,香港,演员
澳门风云3 賭城風雲III,维多利亚,演员,我愿意,,女,,,,演员
澳门风云3 賭城風雲III,维多利亚,演员,澳门风云3,,女,,,,演员
澳门风云3 賭城風雲III,维多利亚,演员,微爱之渐入佳境,,女,,,,演员
澳门风云3 賭城風雲III,王俊伊,演员,澳门风云3,3.9,男,处女座,1991/9/18,"中国,湖北,武汉",演员
澳门风云3 賭城風雲III,王俊伊,演员,枭雄,7.4,男,处女座,1991/9/18,"中国,湖北,武汉",演员
澳门风云3 賭城風雲III,王俊伊,演员,拆局专家,6.6,男,处女座,1991/9/18,"中国,湖北,武汉",演员
澳门风云3 賭城風雲III,王晶,编剧,倩女幽魂,8.6,男,金牛座,1955/5/3,香港,编剧 / 导演 / 制片 / 演员
澳门风云3 賭城風雲III,王晶,编剧,港囧,,男,金牛座,1955/5/3,香港,编剧 / 导演 / 制片 / 演员
澳门风云3 賭城風雲III,王晶,编剧,九品芝麻官,,男,金牛座,1955/5/3,香港,编剧 / 导演 / 制片 / 演员
澳门风云3 賭城風雲III,向华强,制片,九品芝麻官,8.2,男,射手座,1948/12/16,,制片 / 演员 / 编剧
澳门风云3 賭城風雲III,向华强,制片,大内密探零零发,,男,射手座,1948/12/16,,制片 / 演员 / 编剧
澳门风云3 賭城風雲III,向华强,制片,逃学威龙,7.5,男,射手座,1948/12/16,,制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,制片,无间道,9,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,制片,重庆森林,8.7,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,制片,桃姐,8.3,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,摄影,无间道,,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,摄影,重庆森林,,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,刘伟强,摄影,桃姐,,男,白羊座,1960/4/4,香港,导演 / 摄影 / 制片 / 演员 / 编剧
澳门风云3 賭城風雲III,张叔平,美术设计,让子弹飞,,男,,,香港,美术设计 / 服装设计 / 剪辑 / 艺术指导 / 制片
澳门风云3 賭城風雲III,张叔平,美术设计,重庆森林,,男,,,香港,美术设计 / 服装设计 / 剪辑 / 艺术指导 / 制片
澳门风云3 賭城風雲III,张叔平,美术设计,金陵十三钗,8,男,,,香港,美术设计 / 服装设计 / 剪辑 / 艺术指导 / 制片
澳门风云3 賭城風雲III,钟少雄,副导演,澳门风云,,男,,,香港,导演 / 副导演 / 演员 / 制片 / 编剧
澳门风云3 賭城風雲III,钟少雄,副导演,澳门风云3,,男,,,香港,导演 / 副导演 / 演员 / 制片 / 编剧
澳门风云3 賭城風雲III,钟少雄,副导演,赤裸特工,,男,,,香港,导演 / 副导演 / 演员 / 制片 / 编剧
盗墓笔记,李仁港,导演,盗墓笔记,4.7,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
盗墓笔记,李仁港,导演,锦衣卫,5.9,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
盗墓笔记,李仁港,导演,老男孩猛龙过江,,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
盗墓笔记,井柏然,演员,捉妖记,,男,白羊座,1989/4/19,"中国,辽宁,沈阳",演员
盗墓笔记,井柏然,演员,全城热恋,,男,白羊座,1989/4/19,"中国,辽宁,沈阳",演员
盗墓笔记,井柏然,演员,李米的猜想,7.7,男,白羊座,1989/4/19,"中国,辽宁,沈阳",演员
盗墓笔记,鹿晗,演员,长城,,男,白羊座,1990/4/20,"中国,北京",演员
盗墓笔记,鹿晗,演员,重返20岁,7.2,男,白羊座,1990/4/20,"中国,北京",演员
盗墓笔记,鹿晗,演员,摆渡人,4,男,白羊座,1990/4/20,"中国,北京",演员
盗墓笔记,马思纯,演员,七月与安生,,女,双鱼座,1988/3/14,"中国,安徽,蚌埠",演员
盗墓笔记,马思纯,演员,解救吾先生,7.8,女,双鱼座,1988/3/14,"中国,安徽,蚌埠",演员
盗墓笔记,马思纯,演员,盗墓笔记,,女,双鱼座,1988/3/14,"中国,安徽,蚌埠",演员
盗墓笔记,王景春,演员,爱,,男,水瓶座,1973/2/12,中国，新疆,演员
盗墓笔记,王景春,演员,白日焰火,,男,水瓶座,1973/2/12,中国，新疆,演员
盗墓笔记,张博宇,演员,盗墓笔记,4.7,男,水瓶座,1988/1/26,"中国,北京",演员
盗墓笔记,张博宇,演员,万物生长,5.8,男,水瓶座,1988/1/26,"中国,北京",演员
盗墓笔记,张博宇,演员,急诊科医生,,男,水瓶座,1988/1/26,"中国,北京",演员
盗墓笔记,涂圣成,演员,盗墓笔记,,男,双鱼座,1985/2/28,"中国,台湾",演员 / 动作指导
盗墓笔记,涂圣成,演员,百家拳之关门弟子,5.7,男,双鱼座,1985/2/28,"中国,台湾",演员 / 动作指导
盗墓笔记,涂圣成,演员,斗茶,,男,双鱼座,1985/2/28,"中国,台湾",演员 / 动作指导
盗墓笔记,敖嘉年,演员,叶问2：宗师传奇,,男,,1976/9/26,"中国,香港",演员
盗墓笔记,敖嘉年,演员,盗墓笔记,,男,,1976/9/26,"中国,香港",演员
盗墓笔记,敖嘉年,演员,金枝欲孽,8.8,男,,1976/9/26,"中国,香港",演员
盗墓笔记,姜皓文,演员,唐伯虎点秋香,8.4,男,天蝎座,1966/10/26,香港,演员
盗墓笔记,姜皓文,演员,盲探,,男,天蝎座,1966/10/26,香港,演员
盗墓笔记,姜皓文,演员,盗墓笔记,4.7,男,天蝎座,1966/10/26,香港,演员
盗墓笔记,刘蔚森,演员,盗墓笔记,4.7,男,,,,演员
盗墓笔记,刘蔚森,演员,大唐玄奘,,男,,,,演员
盗墓笔记,玛丽卡·沙拉瓦特,演员,盗墓笔记,4.7,女,天蝎座,1976/10/24,"印度,哈里亚纳邦,Rohtak",演员
盗墓笔记,玛丽卡·沙拉瓦特,演员,神话,6.3,女,天蝎座,1976/10/24,"印度,哈里亚纳邦,Rohtak",演员
盗墓笔记,玛丽卡·沙拉瓦特,演员,欲蛇,,女,天蝎座,1976/10/24,"印度,哈里亚纳邦,Rohtak",演员
盗墓笔记,屈菁菁,演员,大魔术师,6.6,女,金牛座,1990/5/17,"中国,江苏,常州",演员
盗墓笔记,屈菁菁,演员,盗墓笔记,4.7,女,金牛座,1990/5/17,"中国,江苏,常州",演员
盗墓笔记,屈菁菁,演员,黄金时代,7.1,女,金牛座,1990/5/17,"中国,江苏,常州",演员
盗墓笔记,南派三叔,编剧,盗墓笔记 第一季,,男,双鱼座,1982/2/20,"中国,浙江,嘉兴",编剧 / 演员
盗墓笔记,南派三叔,编剧,老九门,,男,双鱼座,1982/2/20,"中国,浙江,嘉兴",编剧 / 演员
盗墓笔记,杜俊,编剧,盗墓笔记,4.7,男,双鱼座,1977/2/19,"中国,上海",编剧
盗墓笔记,杜俊,编剧,爱情公寓2,,男,双鱼座,1977/2/19,"中国,上海",编剧
盗墓笔记,孙武,编剧,盗墓笔记,,男,摩羯座,1984/12/31,"中国,辽宁,丹东",导演 / 编剧
盗墓笔记,孙武,编剧,时光相册,,男,摩羯座,1984/12/31,"中国,辽宁,丹东",导演 / 编剧
盗墓笔记,孙武,编剧,回来再爱,,男,摩羯座,1984/12/31,"中国,辽宁,丹东",导演 / 编剧
盗墓笔记,王小苔,编剧,盗墓笔记,4.7,,,,,编剧
盗墓笔记,叶长清,编剧,盗墓笔记,,,,,,编剧
盗墓笔记,姜磊,制片,画皮2,5.9,男,,,,制片 / 演员
盗墓笔记,姜磊,制片,盗墓笔记,,男,,,,制片 / 演员
盗墓笔记,姜磊,制片,青云志,5.2,男,,,,制片 / 演员
盗墓笔记,黄霁,制片,盗墓笔记,4.7,女,摩羯座,1971,上海,制片
盗墓笔记,黎允文,作曲,湄公河行动,8,男,,,香港,作曲
盗墓笔记,黎允文,作曲,岁月神偷,,男,,,香港,作曲
盗墓笔记,黎允文,作曲,盗墓笔记,,男,,,香港,作曲
盗墓笔记,梁小熊,动作指导,叶问,,,,,,动作指导 / 导演 / 演员
盗墓笔记,梁小熊,动作指导,国产凌凌漆,,,,,,动作指导 / 导演 / 演员
盗墓笔记,梁小熊,动作指导,盗墓笔记,4.7,,,,,动作指导 / 导演 / 演员
盗墓笔记,涂圣成,动作指导,盗墓笔记,4.7,男,双鱼座,1985/2/28,"中国,台湾",演员 / 动作指导
盗墓笔记,涂圣成,动作指导,百家拳之关门弟子,5.7,男,双鱼座,1985/2/28,"中国,台湾",演员 / 动作指导
盗墓笔记,涂圣成,动作指导,斗茶,,男,双鱼座,1985/2/28,"中国,台湾",演员 / 动作指导
功夫熊猫3 Kung Fu Panda 3,吕寅荣,导演,功夫熊猫2,8,女,金牛座,1972/5/7,韩国,导演 / 视觉特效
